	Getränk	Region	Bestellnummer	Rechnungsnummer	Kundennummer	Listenpreis	Rabatt in Prozent	Verkaufspreis	Rabatt Preis	Einkaufpreis	VK Peris in USD
2269	Whisky	EU	1343.0	RE_2023_1343	284.0	130.9	0	130.9	0.0	98.18	140.8
4942	Champagner	USA	4016.0	RE_2023_4016	142.0	220.81	0	220.81	0.0	165.61	237.5
9214	Wein	Asien	8288.0	RE_2023_8288	243.0	202.67	0	202.67	0.0	152.0	217.99
5266	Champagner	Asien	4340.0	RE_2023_4340	108.0	119.15	5	119.15	-5.960000000000008	89.36	121.75
4357	Whisky	USA	3431.0	RE_2023_3431	231.0	154.14	0	154.14	0.0	115.6	165.79
9318	Whisky	Asien	8392.0	RE_2023_8392	143.0	126.82	5	126.82	-6.339999999999989	95.12	129.59
4266	Champagner	EU	3340.0	RE_2023_3340	234.0	184.89	0	184.89	0.0	138.67	198.87
3894	Whisky	USA	2968.0	RE_2023_2968	75.0	155.79	0	155.79	0.0	116.84	167.57
2352	Champagner	USA	1426.0	RE_2023_1426	116.0	160.53	0	160.53	0.0	120.4	172.67
590	Whisky	Asien	4618.0	RE_2023_4618	76.0	126.47	0	126.47	0.0	94.85	136.03
5188	Rum	EU	4262.0	RE_2023_4262	178.0	207.91	10	207.91	-20.789999999999992	155.93	201.27
10793	Whisky	EU	9867.0	RE_2023_9867	163.0	229.58	0	229.58	0.0	172.18	246.94
6876	Whisky	USA	5950.0	RE_2023_5950	251.0	194.02	0	194.02	0.0	145.52	208.69
3981	Whisky	EU	3055.0	RE_2023_3055	295.0	190.07	0	190.07	0.0	142.55	204.44
8338	Whisky	EU	7412.0	RE_2023_7412	117.0	149.26	0	149.26	0.0	111.94	160.54
5865	Whisky	EU	4939.0	RE_2023_4939	38.0	182.25	0	182.25	0.0	136.69	196.03
4106	Whisky	Asien	3180.0	RE_2023_3180	259.0	134.72	0	134.72	0.0	101.04	144.9
4912	Whisky	Asien	3986.0	RE_2023_3986	165.0	92.4	0	92.4	0.0	69.3	99.39
1257	Wein	EU	331.0	RE_2023_331	255.0	204.27	5	204.27	-10.210000000000008	153.2	208.73
4708	Wein	EU	3782.0	RE_2023_3782	298.0	223.58	0	223.58	0.0	167.68	240.48
1584	Whisky	Asien	658.0	RE_2023_658	207.0	146.32	0	146.32	0.0	109.74	157.38
6066	Wein	EU	5140.0	RE_2023_5140	65.0	115.49	5	115.49	-5.769999999999996	86.62	118.01
7709	Whisky	EU	6783.0	RE_2023_6783	62.0	116.84	0	116.84	0.0	87.63	125.67
2790	Whisky	USA	1864.0	RE_2023_1864	165.0	142.74	5	142.74	-7.140000000000015	107.06	145.85
8264	Whisky	Asien	7338.0	RE_2023_7338	85.0	99.57	0	99.57	0.0	74.68	107.1
5143	Wein	EU	4217.0	RE_2023_4217	97.0	114.56	5	114.56	-5.730000000000004	85.92	117.06
176	Champagner	Asien	4340.0	RE_2023_4340	108.0	127.85	5	127.85	-5.960000000000008	95.89	130.64
1690	Rum	USA	764.0	RE_2023_764	45.0	193.75	0	193.75	0.0	145.31	208.4
4769	Whisky	Asien	3843.0	RE_2023_3843	69.0	109.21	0	109.21	0.0	81.91	117.47
3771	Wein	EU	2845.0	RE_2023_2845	274.0	129.35	0	129.35	0.0	97.01	139.13
4072	Rum	Asien	3146.0	RE_2023_3146	10.0	142.54	0	142.54	0.0	106.9	153.32
2934	Whisky	USA	2008.0	RE_2023_2008	173.0	83.0	0	83.0	0.0	62.25	89.27
7035	Rum	EU	6109.0	RE_2023_6109	184.0	217.05	5	217.05	-10.850000000000023	162.79	221.79
10010	Rum	EU	9084.0	RE_2023_9084	162.0	174.25	5	174.25	-8.710000000000008	130.69	178.05
3884	Whisky	EU	2958.0	RE_2023_2958	29.0	210.9	0	210.9	0.0	158.18	226.84
413	Whisky	USA	1786.0	RE_2023_1786	67.0	108.01	0	108.01	0.0	81.01	116.18
8365	Whisky	EU	7439.0	RE_2023_7439	204.0	94.96	0	94.96	0.0	71.22	102.14
5828	Whisky	USA	4902.0	RE_2023_4902	239.0	116.39	0	116.39	0.0	87.29	125.19
2248	Whisky	USA	1322.0	RE_2023_1322	137.0	145.45	0	145.45	0.0	109.09	156.45
4495	Rum	Asien	3569.0	RE_2023_3569	208.0	145.34	0	145.34	0.0	109.0	156.33
2881	Whisky	Asien	1955.0	RE_2023_1955	246.0	164.74	0	164.74	0.0	123.56	177.19
8871	Whisky	EU	7945.0	RE_2023_7945	12.0	172.89	0	172.89	0.0	129.67	185.96
5388	Whisky	EU	4462.0	RE_2023_4462	30.0	111.44	0	111.44	0.0	83.58	119.86
4149	Wein	EU	3223.0	RE_2023_3223	174.0	118.63	0	118.63	0.0	88.97	127.6
8087	Whisky	EU	7161.0	RE_2023_7161	125.0	144.63	0	144.63	0.0	108.47	155.56
3052	Champagner	EU	2126.0	RE_2023_2126	127.0	196.04	0	196.04	0.0	147.03	210.86
9198	Rum	EU	8272.0	RE_2023_8272	45.0	210.51	0	210.51	0.0	157.88	226.42
3520	Whisky	EU	2594.0	RE_2023_2594	254.0	198.2	0	198.2	0.0	148.65	213.18
2713	Whisky	USA	1787.0	RE_2023_1787	141.0	226.21	10	226.21	-22.620000000000005	169.66	218.98
5177	Whisky	Asien	4251.0	RE_2023_4251	161.0	105.44	0	105.44	0.0	79.08	113.41
10305	Whisky	EU	9379.0	RE_2023_9379	70.0	81.44	0	81.44	0.0	61.08	87.6
2771	Champagner	EU	1845.0	RE_2023_1845	212.0	110.43	0	110.43	0.0	82.82	118.78
8163	Champagner	Asien	7237.0	RE_2023_7237	102.0	202.73	0	202.73	0.0	152.05	218.06
1508	Whisky	EU	582.0	RE_2023_582	232.0	108.57	0	108.57	0.0	81.43	116.78
1703	Wein	EU	777.0	RE_2023_777	73.0	102.35	0	102.35	0.0	76.76	110.09
3499	Wein	USA	2573.0	RE_2023_2573	116.0	94.27	10	94.27	-9.429999999999993	70.7	91.25
3197	Whisky	EU	2271.0	RE_2023_2271	103.0	118.85	0	118.85	0.0	89.14	127.84
9750	Rum	EU	8824.0	RE_2023_8824	220.0	164.7	0	164.7	0.0	123.52	177.15
8179	Whisky	Asien	7253.0	RE_2023_7253	157.0	107.82	0	107.82	0.0	80.86	115.97
3116	Champagner	EU	2190.0	RE_2023_2190	172.0	81.6	0	81.6	0.0	61.2	87.77
7203	Whisky	Asien	6277.0	RE_2023_6277	114.0	137.15	0	137.15	0.0	102.86	147.52
7114	Wein	EU	6188.0	RE_2023_6188	45.0	133.76	0	133.76	0.0	100.32	143.87
9276	Whisky	USA	8350.0	RE_2023_8350	88.0	89.42	0	89.42	0.0	67.06	96.18
683	Wein	EU	6106.0	RE_2023_6106	200.0	121.65	0	121.65	0.0	91.24	130.85
10672	Whisky	USA	9746.0	RE_2023_9746	5.0	191.66	0	191.66	0.0	143.74	206.15
8404	Whisky	EU	7478.0	RE_2023_7478	247.0	90.41	5	90.41	-4.519999999999996	67.81	92.38
5517	Whisky	EU	4591.0	RE_2023_4591	232.0	190.1	0	190.1	0.0	142.57	204.47
125	Rum	Asien	2045.0	RE_2023_2045	215.0	208.15	5	208.15	-9.700000000000017	156.11	212.69
9861	Whisky	Asien	8935.0	RE_2023_8935	268.0	112.71	0	112.71	0.0	84.53	121.23
10233	Whisky	Asien	9307.0	RE_2023_9307	212.0	156.22	0	156.22	0.0	117.16	168.03
7957	Whisky	USA	7031.0	RE_2023_7031	6.0	98.94	5	98.94	-4.950000000000003	74.2	101.1
10336	Wein	EU	9410.0	RE_2023_9410	232.0	146.33	0	146.33	0.0	109.75	157.39
9442	Wein	EU	8516.0	RE_2023_8516	248.0	120.31	0	120.31	0.0	90.23	129.41
3845	Whisky	USA	2919.0	RE_2023_2919	129.0	112.51	5	112.51	-5.63000000000001	84.38	114.96
4918	Whisky	USA	3992.0	RE_2023_3992	25.0	131.53	0	131.53	0.0	98.65	141.47
3402	Wein	Asien	2476.0	RE_2023_2476	204.0	116.08	0	116.08	0.0	87.06	124.86
4488	Rum	USA	3562.0	RE_2023_3562	67.0	151.53	0	151.53	0.0	113.65	162.99
7726	Wein	USA	6800.0	RE_2023_6800	201.0	167.55	0	167.55	0.0	125.66	180.22
9415	Wein	EU	8489.0	RE_2023_8489	62.0	86.95	0	86.95	0.0	65.21	93.52
1727	Rum	Asien	801.0	RE_2023_801	228.0	176.9	5	176.9	-8.840000000000003	132.68	180.77
5429	Whisky	EU	4503.0	RE_2023_4503	77.0	152.56	10	152.56	-15.259999999999991	114.42	147.68
10039	Whisky	EU	9113.0	RE_2023_9113	135.0	177.0	0	177.0	0.0	132.75	190.38
1916	Whisky	USA	990.0	RE_2023_990	233.0	91.96	0	91.96	0.0	68.97	98.91
1650	Champagner	EU	724.0	RE_2023_724	178.0	133.22	10	133.22	-13.319999999999993	99.92	128.96
1869	Whisky	Asien	943.0	RE_2023_943	199.0	118.69	5	118.69	-5.929999999999993	89.02	121.28
2573	Rum	EU	1647.0	RE_2023_1647	199.0	204.81	0	204.81	0.0	153.61	220.29
4685	Whisky	Asien	3759.0	RE_2023_3759	222.0	138.72	0	138.72	0.0	104.04	149.21
7231	Whisky	EU	6305.0	RE_2023_6305	281.0	173.18	0	173.18	0.0	129.88	186.27
4225	Whisky	EU	3299.0	RE_2023_3299	141.0	91.8	0	91.8	0.0	68.85	98.74
6739	Whisky	EU	5813.0	RE_2023_5813	59.0	89.25	0	89.25	0.0	66.94	96.0
7490	Whisky	EU	6564.0	RE_2023_6564	76.0	142.67	0	142.67	0.0	107.0	153.46
5127	Wein	Asien	4201.0	RE_2023_4201	7.0	142.54	0	142.54	0.0	106.9	153.32
712	Champagner	Asien	6570.0	RE_2023_6570	269.0	226.72	0	226.72	0.0	170.04	243.86
8908	Wein	EU	7982.0	RE_2023_7982	264.0	173.48	0	173.48	0.0	130.11	186.6
6786	Rum	USA	5860.0	RE_2023_5860	121.0	135.04	0	135.04	0.0	101.28	145.25
2926	Wein	EU	2000.0	RE_2023_2000	129.0	110.23	10	110.23	-11.02000000000001	82.67	106.71
3590	Whisky	USA	2664.0	RE_2023_2664	72.0	155.09	5	155.09	-7.75	116.32	158.48
1245	Champagner	EU	319.0	RE_2023_319	5.0	86.68	0	86.68	0.0	65.01	93.23
9807	Wein	EU	8881.0	RE_2023_8881	208.0	121.79	0	121.79	0.0	91.34	131.0
10404	Whisky	EU	9478.0	RE_2023_9478	181.0	224.19	0	224.19	0.0	168.14	241.14
3707	Whisky	USA	2781.0	RE_2023_2781	159.0	135.14	0	135.14	0.0	101.35	145.36
2039	Rum	EU	1113.0	RE_2023_1113	298.0	175.43	0	175.43	0.0	131.57	188.69
4079	Whisky	Asien	3153.0	RE_2023_3153	207.0	176.16	0	176.16	0.0	132.12	189.48
9966	Champagner	EU	9040.0	RE_2023_9040	28.0	109.43	5	109.43	-5.470000000000013	82.07	111.82
9816	Wein	USA	8890.0	RE_2023_8890	283.0	171.22	0	171.22	0.0	128.42	184.16
866	Rum	USA	9034.0	RE_2023_9034	98.0	130.04	5	130.04	-6.499999999999986	97.53	132.88
6734	Whisky	USA	5808.0	RE_2023_5808	264.0	170.65	0	170.65	0.0	127.99	183.55
6874	Wein	Asien	5948.0	RE_2023_5948	215.0	160.14	5	160.14	-8.009999999999991	120.1	163.63
503	Whisky	USA	3226.0	RE_2023_3226	14.0	82.48	0	82.48	0.0	61.86	88.72
6691	Wein	EU	5765.0	RE_2023_5765	53.0	164.62	0	164.62	0.0	123.46	177.07
6919	Wein	USA	5993.0	RE_2023_5993	141.0	127.38	10	127.38	-12.739999999999995	95.54	123.31
6507	Rum	EU	5581.0	RE_2023_5581	77.0	161.04	10	161.04	-16.099999999999994	120.78	155.9
9136	Rum	Asien	8210.0	RE_2023_8210	236.0	93.39	0	93.39	0.0	70.04	100.45
9511	Whisky	EU	8585.0	RE_2023_8585	233.0	135.61	0	135.61	0.0	101.71	145.86
284	Whisky	EU	9200.0	RE_2023_9200	103.0	153.41	0	153.41	0.0	115.06	165.01
610	Whisky	Asien	4938.0	RE_2023_4938	194.0	133.33	5	133.33	-6.670000000000016	100.0	136.24
223	Champagner	USA	6455.0	RE_2023_6455	131.0	144.87	0	144.87	0.0	108.65	155.82
231	Whisky	USA	6815.0	RE_2023_6815	241.0	217.87	5	217.87	-10.150000000000006	163.4	222.63
2537	Whisky	EU	1611.0	RE_2023_1611	35.0	162.65	5	162.65	-8.129999999999995	121.99	166.2
3431	Rum	USA	2505.0	RE_2023_2505	227.0	105.41	5	105.41	-5.269999999999996	79.06	107.71
6733	Wein	EU	5807.0	RE_2023_5807	184.0	181.04	0	181.04	0.0	135.78	194.73
6831	Wein	EU	5905.0	RE_2023_5905	29.0	115.72	0	115.72	0.0	86.79	124.47
8429	Champagner	USA	7503.0	RE_2023_7503	267.0	138.97	0	138.97	0.0	104.23	149.48
3053	Whisky	Asien	2127.0	RE_2023_2127	18.0	107.26	0	107.26	0.0	80.45	115.37
10559	Whisky	EU	9633.0	RE_2023_9633	55.0	207.66	0	207.66	0.0	155.74	223.36
7730	Rum	USA	6804.0	RE_2023_6804	14.0	195.59	0	195.59	0.0	146.69	210.38
1316	Whisky	Asien	390.0	RE_2023_390	227.0	98.04	5	98.04	-4.900000000000006	73.53	100.18
1667	Whisky	EU	741.0	RE_2023_741	189.0	207.98	0	207.98	0.0	155.98	223.7
3245	Whisky	Asien	2319.0	RE_2023_2319	220.0	80.62	0	80.62	0.0	60.46	86.71
5392	Champagner	USA	4466.0	RE_2023_4466	48.0	98.74	10	98.74	-9.86999999999999	74.05	95.59
5331	Champagner	USA	4405.0	RE_2023_4405	277.0	101.11	0	101.11	0.0	75.83	108.75
1390	Whisky	Asien	464.0	RE_2023_464	212.0	193.73	5	193.73	-9.689999999999998	145.3	197.95
2550	Whisky	EU	1624.0	RE_2023_1624	110.0	193.88	0	193.88	0.0	145.41	208.54
3250	Whisky	EU	2324.0	RE_2023_2324	218.0	133.7	10	133.7	-13.36999999999999	100.28	129.43
1701	Whisky	USA	775.0	RE_2023_775	60.0	163.38	0	163.38	0.0	122.54	175.73
6416	Wein	EU	5490.0	RE_2023_5490	17.0	134.66	0	134.66	0.0	101.0	144.84
8469	Whisky	EU	7543.0	RE_2023_7543	15.0	168.34	0	168.34	0.0	126.26	181.07
1924	Champagner	EU	998.0	RE_2023_998	267.0	210.7	5	210.7	-10.539999999999992	158.02	215.29
1408	Whisky	Asien	482.0	RE_2023_482	236.0	212.9	0	212.9	0.0	159.68	229.0
1537	Whisky	EU	611.0	RE_2023_611	163.0	94.71	0	94.71	0.0	71.03	101.87
3694	Rum	USA	2768.0	RE_2023_2768	16.0	158.37	0	158.37	0.0	118.78	170.34
5565	Whisky	EU	4639.0	RE_2023_4639	66.0	153.98	0	153.98	0.0	115.48	165.62
7579	Whisky	EU	6653.0	RE_2023_6653	23.0	148.85	0	148.85	0.0	111.64	160.1
6464	Whisky	EU	5538.0	RE_2023_5538	15.0	125.15	10	125.15	-12.510000000000005	93.86	121.16
4549	Whisky	EU	3623.0	RE_2023_3623	260.0	185.76	0	185.76	0.0	139.32	199.8
4221	Whisky	Asien	3295.0	RE_2023_3295	21.0	205.93	5	205.93	-10.300000000000011	154.45	210.42
1492	Whisky	USA	566.0	RE_2023_566	190.0	171.73	0	171.73	0.0	128.8	184.71
1177	Whisky	USA	251.0	RE_2023_251	186.0	186.14	0	186.14	0.0	139.6	200.21
374	Whisky	EU	1162.0	RE_2023_1162	271.0	80.84	0	80.84	0.0	60.63	86.95
10733	Champagner	USA	9807.0	RE_2023_9807	94.0	111.97	0	111.97	0.0	83.98	120.43
1586	Rum	Asien	660.0	RE_2023_660	176.0	194.41	0	194.41	0.0	145.81	209.11
8973	Champagner	EU	8047.0	RE_2023_8047	21.0	185.58	0	185.58	0.0	139.18	199.61
5126	Rum	USA	4200.0	RE_2023_4200	57.0	121.72	0	121.72	0.0	91.29	130.92
671	Whisky	EU	5914.0	RE_2023_5914	200.0	172.94	0	172.94	0.0	129.7	186.01
10186	Whisky	EU	9260.0	RE_2023_9260	74.0	103.31	0	103.31	0.0	77.48	111.12
1032	Wein	Asien	106.0	RE_2023_106	94.0	145.29	0	145.29	0.0	108.97	156.27
1467	Whisky	Asien	541.0	RE_2023_541	48.0	85.5	0	85.5	0.0	64.12	91.96
4044	Whisky	Asien	3118.0	RE_2023_3118	88.0	170.21	0	170.21	0.0	127.66	183.08
8839	Whisky	Asien	7913.0	RE_2023_7913	84.0	159.27	0	159.27	0.0	119.45	171.31
5784	Wein	EU	4858.0	RE_2023_4858	12.0	136.42	0	136.42	0.0	102.32	146.73
5464	Rum	EU	4538.0	RE_2023_4538	27.0	199.91	0	199.91	0.0	149.93	215.02
5097	Whisky	EU	4171.0	RE_2023_4171	75.0	117.4	0	117.4	0.0	88.05	126.28
1349	Whisky	USA	423.0	RE_2023_423	41.0	95.53	5	95.53	-4.780000000000001	71.65	97.61
6929	Champagner	EU	6003.0	RE_2023_6003	49.0	182.71	0	182.71	0.0	137.03	196.52
473	Whisky	EU	2746.0	RE_2023_2746	83.0	190.54	0	190.54	0.0	142.9	204.94
6153	Whisky	USA	5227.0	RE_2023_5227	6.0	123.64	10	123.64	-12.36	92.73	119.69
9981	Whisky	EU	9055.0	RE_2023_9055	248.0	91.34	10	91.34	-9.13000000000001	68.5	88.43
2420	Wein	Asien	1494.0	RE_2023_1494	36.0	181.0	0	181.0	0.0	135.75	194.68
526	Whisky	Asien	3594.0	RE_2023_3594	175.0	100.38	0	100.38	0.0	75.28	107.97
9375	Whisky	EU	8449.0	RE_2023_8449	281.0	102.03	0	102.03	0.0	76.52	109.74
8683	Whisky	USA	7757.0	RE_2023_7757	146.0	194.01	0	194.01	0.0	145.51	208.68
9474	Wein	EU	8548.0	RE_2023_8548	52.0	221.25	0	221.25	0.0	165.94	237.98
6363	Whisky	Asien	5437.0	RE_2023_5437	106.0	158.02	0	158.02	0.0	118.52	169.97
3376	Whisky	EU	2450.0	RE_2023_2450	17.0	111.68	0	111.68	0.0	83.76	120.12
4651	Whisky	USA	3725.0	RE_2023_3725	74.0	163.08	0	163.08	0.0	122.31	175.41
3676	Whisky	USA	2750.0	RE_2023_2750	164.0	130.33	0	130.33	0.0	97.75	140.18
31	Whisky	Asien	10012.0	RE_2023_10012	27.0	122.58	0	122.58	0.0		131.85
915	Wein	Asien	9818.0	RE_2023_9818	209.0	140.26	5	140.26	-7.009999999999991	105.2	143.32
5981	Whisky	EU	5055.0	RE_2023_5055	91.0	83.05	0	83.05	0.0	62.29	89.33
6512	Whisky	EU	5586.0	RE_2023_5586	55.0	96.17	0	96.17	0.0	72.13	103.44
4202	Whisky	EU	3276.0	RE_2023_3276	108.0	198.67	10	198.67	-19.869999999999976	149.0	192.32
4624	Whisky	EU	3698.0	RE_2023_3698	61.0	135.8	0	135.8	0.0	101.85	146.07
962	Whisky	EU	36.0	RE_2023_36	178.0	118.51	0	118.51	0.0	88.88	127.47
10247	Rum	USA	9321.0	RE_2023_9321	149.0	171.13	0	171.13	0.0	128.35	184.07
8296	Wein	USA	7370.0	RE_2023_7370	264.0	149.63	0	149.63	0.0	112.22	160.94
3076	Whisky	USA	2150.0	RE_2023_2150	10.0	87.82	0	87.82	0.0	65.86	94.46
6460	Whisky	Asien	5534.0	RE_2023_5534	200.0	104.98	0	104.98	0.0	78.74	112.92
8529	Whisky	Asien	7603.0	RE_2023_7603	147.0	166.71	0	166.71	0.0	125.03	179.31
3305	Champagner	EU	2379.0	RE_2023_2379	90.0	83.37	5	83.37	-4.170000000000002	62.53	85.19
1594	Whisky	EU	668.0	RE_2023_668	28.0	197.52	0	197.52	0.0	148.14	212.45
10056	Champagner	EU	9130.0	RE_2023_9130	178.0	96.84	0	96.84	0.0	72.63	104.16
8159	Wein	Asien	7233.0	RE_2023_7233	198.0	155.05	0	155.05	0.0	116.29	166.77
1634	Rum	USA	708.0	RE_2023_708	159.0	227.35	10	227.35	-22.72999999999999	170.51	220.09
276	Whisky	USA	8840.0	RE_2023_8840	145.0	141.94	0	141.94	0.0	106.46	152.67
9748	Rum	EU	8822.0	RE_2023_8822	90.0	129.4	0	129.4	0.0	97.05	139.18
4995	Whisky	EU	4069.0	RE_2023_4069	277.0	182.17	5	182.17	-9.109999999999985	136.63	186.14
796	Whisky	USA	7914.0	RE_2023_7914	58.0	145.19	0	145.19	0.0	108.89	156.17
3947	Whisky	EU	3021.0	RE_2023_3021	88.0	188.91	0	188.91	0.0	141.68	203.19
9617	Whisky	USA	8691.0	RE_2023_8691	25.0	173.67	0	173.67	0.0	130.25	186.8
135	Whisky	USA	2495.0	RE_2023_2495	144.0	204.4	0	204.4	0.0	153.3	219.85
1301	Champagner	USA	375.0	RE_2023_375	33.0	178.76	0	178.76	0.0	134.07	192.27
10596	Wein	EU	9670.0	RE_2023_9670	241.0	93.41	0	93.41	0.0	70.06	100.47
9708	Whisky	USA	8782.0	RE_2023_8782	164.0	173.49	0	173.49	0.0	130.12	186.61
6988	Whisky	EU	6062.0	RE_2023_6062	240.0	228.71	0	228.71	0.0	171.53	246.0
2703	Wein	EU	1777.0	RE_2023_1777	46.0	216.35	0	216.35	0.0	162.26	232.71
1568	Whisky	EU	642.0	RE_2023_642	8.0	147.64	0	147.64	0.0	110.73	158.8
3001	Champagner	EU	2075.0	RE_2023_2075	256.0	176.64	0	176.64	0.0	132.48	189.99
2330	Whisky	EU	1404.0	RE_2023_1404	172.0	179.28	0	179.28	0.0	134.46	192.83
4482	Whisky	USA	3556.0	RE_2023_3556	294.0	136.29	0	136.29	0.0	102.22	146.59
3825	Wein	EU	2899.0	RE_2023_2899	156.0	198.44	5	198.44	-9.919999999999987	148.83	202.77
4593	Whisky	USA	3667.0	RE_2023_3667	65.0	226.26	0	226.26	0.0	169.7	243.37
8346	Whisky	EU	7420.0	RE_2023_7420	39.0	185.47	10	185.47	-18.55000000000001	139.1	179.54
8738	Whisky	EU	7812.0	RE_2023_7812	46.0	84.77	0	84.77	0.0	63.58	91.18
9320	Wein	USA	8394.0	RE_2023_8394	112.0	167.86	0	167.86	0.0	125.9	180.55
7699	Wein	USA	6773.0	RE_2023_6773	76.0	164.56	0	164.56	0.0	123.42	177.0
8490	Wein	USA	7564.0	RE_2023_7564	160.0	228.2	0	228.2	0.0	171.15	245.45
7961	Whisky	EU	7035.0	RE_2023_7035	67.0	186.66	0	186.66	0.0	140.0	200.77
236	Whisky	EU	7040.0	RE_2023_7040	53.0	160.0	5	160.0	-7.460000000000008	120.0	163.49
1153	Whisky	EU	227.0	RE_2023_227	167.0	141.06	5	141.06	-7.050000000000011	105.8	144.14
5907	Whisky	Asien	4981.0	RE_2023_4981	38.0	97.82	0	97.82	0.0	73.36	105.22
9219	Rum	Asien	8293.0	RE_2023_8293	294.0	181.43	0	181.43	0.0	136.07	195.15
8247	Whisky	Asien	7321.0	RE_2023_7321	191.0	168.23	0	168.23	0.0	126.17	180.95
5705	Rum	EU	4779.0	RE_2023_4779	154.0	110.72	0	110.72	0.0	83.04	119.09
1884	Whisky	USA	958.0	RE_2023_958	279.0	182.99	0	182.99	0.0	137.24	196.82
8072	Champagner	Asien	7146.0	RE_2023_7146	164.0	129.04	5	129.04	-6.449999999999989	96.78	131.86
3711	Rum	Asien	2785.0	RE_2023_2785	62.0	228.86	0	228.86	0.0	171.64	246.16
8384	Whisky	USA	7458.0	RE_2023_7458	61.0	163.5	0	163.5	0.0	122.62	175.86
3251	Rum	EU	2325.0	RE_2023_2325	193.0	197.88	5	197.88	-9.889999999999986	148.41	202.2
5698	Whisky	EU	4772.0	RE_2023_4772	278.0	101.6	0	101.6	0.0	76.2	109.28
5435	Whisky	USA	4509.0	RE_2023_4509	212.0	96.17	0	96.17	0.0	72.13	103.44
6953	Whisky	USA	6027.0	RE_2023_6027	298.0	202.75	0	202.75	0.0	152.06	218.08
2601	Whisky	USA	1675.0	RE_2023_1675	257.0	122.85	0	122.85	0.0	92.14	132.14
1167	Whisky	EU	241.0	RE_2023_241	288.0	199.12	5	199.12	-9.960000000000008	149.34	203.46
1221	Wein	Asien	295.0	RE_2023_295	296.0	170.44	0	170.44	0.0	127.83	183.33
2263	Whisky	EU	1337.0	RE_2023_1337	90.0	134.69	0	134.69	0.0	101.02	144.87
9994	Champagner	USA	9068.0	RE_2023_9068	72.0	227.31	0	227.31	0.0	170.48	244.49
8324	Whisky	EU	7398.0	RE_2023_7398	112.0	223.69	0	223.69	0.0	167.77	240.6
1058	Rum	Asien	132.0	RE_2023_132	282.0	178.42	0	178.42	0.0	133.82	191.91
6757	Wein	EU	5831.0	RE_2023_5831	253.0	121.93	0	121.93	0.0	91.45	131.15
9012	Wein	EU	8086.0	RE_2023_8086	236.0	103.98	5	103.98	-5.200000000000003	77.98	106.25
8473	Rum	EU	7547.0	RE_2023_7547	188.0	217.61	0	217.61	0.0	163.21	234.06
3271	Wein	USA	2345.0	RE_2023_2345	75.0	124.84	0	124.84	0.0	93.63	134.28
10420	Whisky	EU	9494.0	RE_2023_9494	115.0	195.52	0	195.52	0.0	146.64	210.3
9869	Whisky	EU	8943.0	RE_2023_8943	254.0	83.92	0	83.92	0.0	62.94	90.26
6938	Whisky	USA	6012.0	RE_2023_6012	99.0	107.38	0	107.38	0.0	80.54	115.5
4461	Whisky	USA	3535.0	RE_2023_3535	56.0	214.63	0	214.63	0.0	160.97	230.86
7008	Whisky	Asien	6082.0	RE_2023_6082	125.0	219.31	0	219.31	0.0	164.48	235.89
4474	Champagner	EU	3548.0	RE_2023_3548	212.0	180.71	0	180.71	0.0	135.53	194.37
5909	Rum	EU	4983.0	RE_2023_4983	133.0	168.69	0	168.69	0.0	126.52	181.44
9104	Champagner	Asien	8178.0	RE_2023_8178	269.0	186.55	0	186.55	0.0	139.91	200.65
3235	Whisky	EU	2309.0	RE_2023_2309	24.0	88.79	0	88.79	0.0	66.59	95.5
6529	Wein	EU	5603.0	RE_2023_5603	61.0	164.91	0	164.91	0.0	123.68	177.38
1570	Wein	EU	644.0	RE_2023_644	197.0	160.1	5	160.1	-8.0	120.07	163.6
446	Whisky	Asien	2314.0	RE_2023_2314	67.0	137.54	0	137.54	0.0	103.16	147.94
3565	Rum	EU	2639.0	RE_2023_2639	170.0	110.56	0	110.56	0.0	82.92	118.92
6748	Rum	Asien	5822.0	RE_2023_5822	139.0	91.45	0	91.45	0.0	68.59	98.36
5458	Whisky	USA	4532.0	RE_2023_4532	144.0	188.64	5	188.64	-9.429999999999978	141.48	192.76
10011	Wein	Asien	9085.0	RE_2023_9085	49.0	162.02	0	162.02	0.0	121.52	174.27
10252	Whisky	EU	9326.0	RE_2023_9326	35.0	174.1	0	174.1	0.0	130.57	187.26
3304	Rum	EU	2378.0	RE_2023_2378	214.0	177.62	0	177.62	0.0	133.22	191.05
3174	Whisky	Asien	2248.0	RE_2023_2248	187.0	215.54	0	215.54	0.0	161.66	231.83
3828	Whisky	EU	2902.0	RE_2023_2902	259.0	169.45	0	169.45	0.0	127.09	182.26
7102	Whisky	EU	6176.0	RE_2023_6176	81.0	91.32	0	91.32	0.0	68.49	98.22
1952	Whisky	EU	1026.0	RE_2023_1026	52.0	103.24	0	103.24	0.0	77.43	111.04
1755	Champagner	EU	829.0	RE_2023_829	236.0	216.34	0	216.34	0.0	162.26	232.7
4027	Whisky	EU	3101.0	RE_2023_3101	233.0	146.58	5	146.58	-7.3300000000000125	109.94	149.78
3129	Whisky	EU	2203.0	RE_2023_2203	137.0	173.73	5	173.73	-8.689999999999998	130.3	177.52
6302	Wein	USA	5376.0	RE_2023_5376	261.0	158.92	0	158.92	0.0	119.19	170.93
8269	Whisky	Asien	7343.0	RE_2023_7343	271.0	163.75	0	163.75	0.0	122.81	176.13
